Codigo;RazaoSocial;Código do Grupo;Grupo de Insumos;Contato;Fone;WhatsApp;Email;CNPJ;Insc. Estadual;Endereco;Numero;Bairro;Cidade;Estado;Cep;Cartão Crédito;;;;;;;;;;;;
308;TECPISO DO BRASIL LTDA;70;POLIMENTO EM CONCRETO;Élcio / Vitor;(31)3331-6343 ;(31)99831-0017;vitor@tecpiso.com.br;02.087.258/0001-00;062.021.818-0054;Rua Mozart;98;Chacaras Sta Terezinha;CONTAGEM;MG;32183-130;SIM;;;;;;;;;;;;
104;DEFLOR DEFESA FLORESTAL LTDA;71;GABIÃO;Paula Leão / Márcio;(31)3284-5622 ;(31)99246-0519;comercial@deflor.com.br, contratos2@deflor.com.br;20.286.415/0001-80;713.199.012-0040;Rua Dr. Horta;16/102;Centro;Viçosa;MG;36570-045;NÃO;;;;;;;;;;;;
182;GABIONORTE MINAS ENGENHARIA LTDA;71;GABIÃO;Roberto / Laila;(31)3297-4308 ;(31)99810-5864;comercial.jguimaraes@gmail.com;23.255.409/0001-54;062.541.922-0066;Rua Saturno;251;Santa Lùcia;BELO HORIZONTE;MG;30360-560;NÃO;;;;;;;;;;;;
167;IMPERALL IMPERMEABILIZAÇÃO LTDA;72;SERVIÇO IMPERMEABILIZAÇÃO;Márcio Eduardo / Rogério;(31)3225-5080;(31)98489-7068;marcio@imperal.com.br;04.593.093/0001-66;062.329.013-0028;Rua Gonçalves Dias;229 SL 401;Funcionários;BELO HORIZONTE;MG;30140-090;NÃO;;;;;;;;;;;;
179;IMPERMEABILIZAÇÕES ISOLAR S/A;72;SERVIÇO IMPERMEABILIZAÇÃO;Augusto;(31)3383-3277 ;(31)99321-9352;isolar@isolar.com.br;19.524.883/0001-67;062.308.276-0006;Rua Canoas;871;Betânia;BELO HORIZONTE;MG;30580-040;NÃO;;;;;;;;;;;;
171;IMPERVIA LTDA;72;SERVIÇO IMPERMEABILIZAÇÃO;Otília;(31)3372-4333;(31)99107-6629;impervia@impervia.com.br;02.781.084/0001-73;062.989.783-0013;Rua Juscelino Barbosa;359;Nova Suissa;BELO HORIZONTE;MG;30480-490;SIM;;;;;;;;;;;;
205;MG MANUTENÇÃO E SERVIÇOS LTDA ;72;SERVIÇO DE IMPERMEABILIZAÇÃO;Marcílio;(31)3491-7688 ;(31)98673-0435;marcilio@mgimper.com.br;11.496.424/0001-05;001.541.726-0053;Av. Guarapari;87;Santa Amelia;BELO HORIZONTE;MG;31560-300;SIM;;;;;;;;;;;;
235;ML IMPERMEABILIZAÇÕES LTDA;72;SERVIÇO IMPERMEABILIZAÇÃO;Marcus Lodi;(31)3332-4303;(31)0000;mlimper@hotmail.com;25.284.340/0001-12;062.705.136-0050;Rua Indiana;977;Jardim America;BELO HORIZONTE;MG;30.421-452;NÃO;;;;;;;;;;;;
277;REVEST REVESTIMENTOS E IMPERMEABILZAÇÕES LTDA;72;SERVIÇO IMPERMEABILIZAÇÃO;Romilda;(31)3337-5777;(31)0000;revest.geral@gmail.com;19.468.933/0001-36;062.422.148-0024;Rua Petrolina;815;Sagrada Família;BELO HORIZONTE;MG;31030-370;;;;;;;;;;;;;
34;ARTEFATOS DE CHAPAS IND. E COM. S/A;74;PERFIL METÁLICO;Roberto Moreira;(31)3328-4803;(31)99981-6515;artefatos@artefatosdechapas.com.br, roberto@artefatosdechapas.com.br;19.172.907/0001-66;186.182.254-0090;Rua Sandoval de Azevedo;101;Jardim Industrial;CONTAGEM;MG;32220-020;SIM;;;;;;;;;;;;
76;CHAPERFIL INDÚSTRIA E COMÉRCIO LTDA;74;PERFIL METÁLICO;Marcelo / Izanan ;(31)3333-2400;(31)99767-9410;izanan@chaperfil.com.br, marcelo@chaperfil.com.br;23.388.804/0001-05;186.544.862-0020;Av. General David Sarnoff;4340;Jardim Industrial;CONTAGEM;MG;32210-110;SIM;;;;;;;;;;;;
77;CITYTUBOS COMERCIO DE TUBOS LTDA;74;PERFIL METÁLICO;Sandro / Álvaro César;(31)3383-9144;(31)98479-9144;citytubos@citytubos.com.br ;02.690.411/0001-81; 062.843.625 -0000;Rua Caetano Pirri;174;Milionários;BELO HORIZONTE;MG;30620-070;SIM;;;;;;;;;;;;
253;PERFINAÇO INDUSTRIA E COMERCIO LTDA;74;PERFIL METÁLICO;Laerte;(31)3359-6800 ;(31)3362-5252;laerte@perfinaco.com.br, vendas2@perfinaco.com.br;20.989.372/0001-08;186.271.621-0015;Rua Santiago Balesteros;111;Cinco;CONTAGEM;MG;32010-050;BNDS;;;;;;;;;;;;
274;RENASCER FERRO E AÇO LTDA;74;PERFIL METÁLICO;Bruno de Oliveira;(31)3442-3814 ;(31)98887-4277;bruno.renascervendas@gmail.com, renascerferro@gmail.com;01.241.034/0001-30;062.972.960-0049;Rua Jacuí;3315;Ipiranga;BELO HORIZONTE;MG;31160-190;SIM;;;;;;;;;;;;
303;TECFER COMERCIO DE FERROS E MATERIAIS DE CONSTRUÇÃO LTDA;74;PERFIL METÁLICO;Joyce;(31)3374-6000;(31)3374-6000;gerencia@tecfer.com.br, gerentegeral@tecfer.com.br;42.979.237/0001-06;062.824.992-0073;Av. Tereza Cristina;6822;Nova Vista;BELO HORIZONTE;MG;30516-120;SIM;;;;;;;;;;;;
34;ARTEFATOS DE CHAPAS IND. E COM. S/A;75;PERFIL LAMINADO;Roberto Moreira;(31)3328-4803;(31)99981-6515;artefatos@artefatosdechapas.com.br, roberto@artefatosdechapas.com.br;19.172.907/0001-66;186.182.254-0090;Rua Sandoval de Azevedo;101;Jardim Industrial;CONTAGEM;MG;32220-020;SIM;;;;;;;;;;;;
76;CHAPERFIL INDÚSTRIA E COMÉRCIO LTDA;75;PERFIL LAMINADO;Marcelo / Izanan ;(31)3333-2400;(31)99767-9410;izanan@chaperfil.com.br, marcelo@chaperfil.com.br;23.388.804/0001-05;186.544.862-0020;Av. General David Sarnoff;4340;Jardim Industrial;CONTAGEM;MG;32210-110;SIM;;;;;;;;;;;;
77;CITYTUBOS COMERCIO DE TUBOS LTDA;75;PERFIL LAMINADO;Sandro / Álvaro César;(31)3383-9144;(31)98479-9144;citytubos@citytubos.com.br ;02.690.411/0001-81; 062.843.625 -0000;Rua Caetano Pirri;174;Milionários;BELO HORIZONTE;MG;30620-070;SIM;;;;;;;;;;;;
140;FERRAÇO INDUSTRIA E COMÉRCIO LTDA;75;PERFIL LAMINADO;Priscila;(31)3462-9633 ;(31)99955-4142;priscila.ferracobh@gmail.com;17.372.475/0002-92;062.005.005-0094;Rua José Sebastião Daher;15;Caiçara;BELO HORIZONTE;MG;30775-380;BNDS;;;;;;;;;;;;
152;GERDAU AÇOS LONGOS S.A;75;PERFIL LAMINADO;Raphael Bernadino / Ricardo;(31)3369-1453 ;(31)98294-0549;caio.santos@gerdau.com.br;07.358.761/0239-67;001.541.369-4679;Rodovia BR 381;1575;Bandeirantes;CONTAGEM;MG;32240-090;SIM;;;;;;;;;;;;
252;PERFILADOS RB LTDA;75;PERFIL LAMINADO;João / Donizeth;(31)3476-6055 ;(31)9895-9751;vendas.perfiladosrb@gmail.com;00.072.673/0001-57;062.882.663-0037;Rua Dr. Sylvio Menicucci;1135;Castelo;BELO HORIZONTE;MG;30840-480;;;;;;;;;;;;;
166;IMEFER INDUSTRIAL E MERCANTIL DE FERRAGENS LTDA;76;TUBO GALVANIZADO;Ivayr Alves / Jessica;(31)3225-1944;(31)0000;ivayr@imefer.com.br, jessica@imefer.com.br;61.383.758/0001-40;79.611.457-9118;Rua Tamotsu Iwasse;1025;Vila Nova Bonsucesso;GUARULHOS;SP;07176-000;NÃO;;;;;;;;;;;;
11;ALOX ALUMINIUM COMERCIO E IND LTDA;77;PERFIL DE ALUMINIO;Junior / Fernando;(31) 3514-8700;(31)0000;alox@aloxaluminium.com.br, eliana@aloxaluminium.com.br;28.570.985/0001-00;003.036.561-0062;Rua Desembargador Amorim;97;Jardim Industrial;CONTAGEM;MG;32215-330;NÃO;;;;;;;;;;;;
279;RSM COMERCIO E INDUSTRIA DE METAIS LTDA;77;PERFIL DE ALUMINIO;Paulo / Pelé;(31)3272-4300;(31)0000;riosulmetaisltda@hotmail.com;19.005.819/0001-70;002.236.940-0013;Rua Rio Grande do Sul;397;Barro Preto;BELO HORIZONTE;MG;30170-110;SIM;;;;;;;;;;;;
90;COMERCIAL PEDRO II;78;TRANSFORMADOR;Bosco / Fernando / Thais;(31)3201-5135 ;(31)0000;compedro@compedro.com.br;02.753.787/0001-98;062.987.862-0050;Av. Governador Benedito Valadares;628;Vila Oeste;BELO HORIZONTE;MG;30532-000;NÃO;;;;;;;;;;;;
175;INDÚSTRIA DE TRANSFORMADORES KING LTDA;78;TRANSFORMADOR;Alcides / Fabiane;(31)3462-6498 ;(31)99673-0817;comercial@trafoking.com.br, gerente@trafoking.com.br;17.280.173/0001-03;062.009931-0022;Rua São Pascoal;110;Caiçara;BELO HORIZONTE;MG;30.770-230;NÃO;;;;;;;;;;;;
216;MÁQUINAS ELÉTRICAS SANTA CRUZ LTDA;79;MANUTENÇÃO FERRAMENTA;Jair / Alessandro;(31)3391-6613;(31)0000;maquinaseletricassantacruz@yahoo.com.br;01.401.949/0001-66;186.982.739-0018;Rua Rio Comprido;1668 Loja A;Riacho  / Monte Castelo;CONTAGEM;MG;32280-070;;;;;;;;;;;;;
79;CNT AMBIENTAL LTDA;80;SERVICO DE ENGENHARIA;Marco Antônio;(31)3486-3300 ;(31)0000;marco.andrade@cntambiental.com.br, engenharia01@cntambiental.com.br;03.531.650/0001-51;001.737.552-0097;Rua Timoteo;1096;Santa Inês;BELO HORIZONTE;MG;31080-040;NÃO;;;;;;;;;;;;
99;CONSULTARELABCON ENGENHARIA E CONSULTORIA LTDA;80;SERVICO DE ENGENHARIA (ENSAIOS TECNOLOGICOS);Marcelo / Aline Alves;(31)3383-3827 ;(31)97400-1625;marcelo@consultarelabcon.com.br,  qualidade@consultarelabcon.com.br;34.711.802/0001-21;003.531.412-0020;Rua Gerosino Pereira de Almeida;1.564;Salgado Filho;BELO HORIZONTE;MG;30.550-540;NÃO;;;;;;;;;;;;
122;ENGEQUADRA CONSTRUCOES LTDA;80;SERVICO DE ENGENHARIA;Alipio Junior;(31)3287-2775;(31)0000;alipio@engequadra.com.br;66.400.219/0001-96;062.805.714-0088;Av. Nossa Senhora do Carmo;1650  Lj 60 B;Carmo Sion;BELO HORIZONTE;MG;30330-000;NÃO;;;;;;;;;;;;
240;NASCIMENTO E ASSOCIADOS CONS. E ENGa;80;SERVICO DE ENGENHARIA;Kamila;(31)3284-9399 ;(31)0000;consultoria@consultare.eng.br, kamila.nascimento@consultare.eng.br;;;;;;;;;;;;;;;;;;;;;
305;TÉCNICAS EM GEOTECNIA EIRELLE;80;SERVICO DE ENGENHARIA;Lincoln Agostinho / Sandra;(31)3275-2479;(31)0000;comercial@tecgeo.com.br, orcamento@tecgeo.com.br;00.056.013/0001-82;0.109.520-0019;Avenida Raja Gabáglia;1001 / 404;Luxemburgo;BELO HORIZONTE;MG;30380-403;NÃO;;;;;;;;;;;;
325;VARELLA BASTOS ENGENHARIA LTDA;80;SERVICO DE ENGENHARIA;Rodrigo Varella;(31)3225-4319 / 99983-4319;(31)0000;rodrigo@varellabastos.com.br;24.002.198/0001-00;;Rua Barão de Lucena;27;Serra;BELO HORIZONTE;MG;30240-250;;;;;;;;;;;;;
242;GO ENGENHARIA LTDA;81;AR CONDICIONADO CENTRAL;Alexandre Daher;(31)3467-4477 ;(31)99883-8061;alexandre@grupoorlando.com.br   ;16.664.435/0001-70;062.125.761-0022;Rua Cardoso;106;Santa Efigênia;BELO HORIZONTE;MG;30260-170;SIM;;;;;;;;;;;;
255;POLIMASTER INDUSTRIA E COMERCIO LTDA;82;MANGUEIRA PARA ELETRICA;Wagner / Graziele;(31)3361-3272 ;(31)99122-6938;polimaster@polimasterbrasil.com.br, comercial@polimasterbrasil.com.br;41.672.700/0001-00;186.779.966-0077;Rua Desembargador Amorim;81;Jardim Industrial;CONTAGEM;MG;32215-330;NÃO;;;;;;;;;;;;
272;RECONTA RECUPERADORA CONTAGEM LTDA;82;MANGUEIRA PARA ELETRICA;Olivio;(31)3387-4353 ;(31)98785-2481;recontaplasticos@gmail.com;21.218.235/0002-05;062.489.920-0128;Rua Serra da Água quente;510;Dist. Ind. Jatoba;BELO HORIZONTE;MG;30001-970;;;;;;;;;;;;;
226;MESQUITA MOTORES LTDA;83;MOTORES;Diogenes / Breno;(31)3421-2600 ;(31)99794-1167;vendas@mesquitamotores.com.br, diogenes@mesquitamotores.com.br;17.278.300/0001-30;062.007-012-0039;Av. Dom Pedro II;326;Carlos Prates;BELO HORIZONTE;MG;30710-010;SIM;;;;;;;;;;;;
160;HIDROPOÇOS LTDA;84;POÇO ARTESIANO;ROGERIO CIRILO / Alessandro ;(31)2122-1819 ;(31)99328-2603;hpnet@hidropocos.com.br, vendas@hidropocos.com.br ;17.300.096/0001-06;062.006.373-0005;Rua Agenerio Araújo;395;Camargos;BELO HORIZONTE;MG;30.520-220;NÃO;;;;;;;;;;;;
4;ABCK COMERCIO DE MATERIAL ELETRICO LTDA;85;PARA-RAIO;Willian / Bruno ;(31)3481-1890 ;(31)98272-9729;abacoprojetos@gmail.com, abaco.adm@gmail.com;03.814.354/0001-68;062.151202-0043;Rua Pirite;465;Pompeia;BELO HORIZONTE;MG;30280-300;NÃO;;;;;;;;;;;;
4;ABCK COMERCIO DE MATERIAL ELETRICO LTDA;86;ELEVADOR DE CARGA;Willian / Bruno ;(31)3481-1890 ;(31)98272-9729;abacoprojetos@gmail.com, abaco.adm@gmail.com;03.814.354/0001-68;062.151202-0043;Rua Pirite;465;Pompeia;BELO HORIZONTE;MG;30280-300;NÃO;;;;;;;;;;;;
54;CASA DAS POLIAS LTDA;87;POLIAS ;Gustavo;(31)3271-9197;(31)0000;luizfernando@casadaspolias.com.br, reginaldo@casadaspolias.com.br;17.492.182/0001-68;062.024.560-0000;Av. Olegario Marciel ;742;Centro;BELO HORIZONTE;MG;30180-110;SIM;;;;;;;;;;;;
311;TELETRON CASA DO PORTÃO ELETRÔNICO LTA;88;PORTA AUTOMÁTICA;Luiz Carlos / Bruna /Poliana;(31)3486-1182 / 98834-0661;(31)0000;teletron@teletronbh.com.br;;;;;;BELO HORIZONTE;;;;;;;;;;;;;;;
332;VOLPENET INSTALAÇÕES LTDA;89;REDE DE PROTEÇÃO;Andreia;(31)3296-4345 / 99982-5406;(31)0000;andreia@volpenetredesdeprotecao.com.br;;;;;;;;;;;;;;;;;;;;;
2;A PONTOMAIS COMERCIO E LOCACAO DE RELOGIO DE PONTO LTDA;90;RELOGIO DE PONTO, CATRACA ;Ruy ;(31)3272-3808 ;;vendas@apontomais.com.br;05.702.086/0001-18;062.240.707-0053;Rua Vinte e Oito de Setembro;754 A;Esplanada;BELO HORIZONTE;MG;30280-050;NÃO;;;;;;;;;;;;
336;DAVID BATISTA AMORIM FILHO;90;RELOGIO DE PONTO, CATRACA ;David Batista / Paulo;(31)3442-2020 ;(31)98573-4925;comercial@marcoponto.com, oficina@marcoponto.com.br;34.706.071/0001-26;35.309-6079;Rua Madureira;67;Bom Jesus;BELO HORIZONTE;MG;31230-448;NÃO;;;;;;;;;;;;
148;CONSTRUMONT CONSTRUÇÕES E MONTAGEM METALICAS LTDA;91;RESERVATÓRIO METÁLICO;Ubirajara  / Natália;(31)3119-7883 ;(31)9929-8320;vendas@fortmetal.com.br;04.229.520/0001-21;004.291.389-0079;Rua Argemiro Cardoso;765;Distrito Industrial;MATOZINHOS;MG;35720-000;NÃO;;;;;;;;;;;;
53;CASA DA RESINA LTDA;92;RESINA;Reginaldo;(31)3422-6799 ;(31)8738-8165;casadosilicone@hotmail.com;21.107.024/0001-14;062.288.956-0014;Av. Dom Pedro II;346;Carlos Prates;BELO HORIZONTE;MG;30710-010;SIM;;;;;;;;;;;;
84;COMERCIAL ENCERASP EIRELI;93;MAQUINA PARA LIMPEZA;Vinicius / Cibele  ;(31)3464-1131 ;(31)98709-2132;vinicius@encerasp.com.br, cibele@encerasp.com.br;18.784.585/0001-42;002.213.718-0081;Rua Castigliano ;55;Padre Eustáquio;BELO HORIZONTE;MG;30720-310;SIM;;;;;;;;;;;;
65;CENTRAL DE VENDAS LTDA;94;TAPETE EM VINIL;Matheus Mendes;(31)3411-9044 ;(31)99148-7181;vendas.centraltapetes@gmail.com;29.128.153/0001-09;003.083.363-0091;Rua Santa Quiteria;740;Carlos Prates;BELO HORIZONTE;MG;30710-460;SIM;;;;;;;;;;;;
267;PROJESOM PROJETOS E INSTALAÇÕES DE SOM LTDA;95;EQUIPAMENTO DE SONORIZAÇÃO;Georgina / João Carlos;(31) 3285-4999 / 99981-1376;(31)0000;joaocarlos@projesom.com;;;;;;;;;;;;;;;;;;;;;
139;FENIX TAMBORES E BOMBONAS LTDA ;96;TAMBORES E BOMBONAS;Josy / Bianca;(31)3393-1677 ;(31)0000;fenixtambores@fenixtambores.com.br;25.509.787/0001-42;186.594.289-0075;Rua Baependi;294;Vila Paris;BELO HORIZONTE;MG;32.372-040;NÃO;;;;;;;;;;;;
245;OXIPRIME COMERCIO DE OXIGENIO LTDA;97;GASES INDUSTRIAIS;Rodrigo / Lidia;(31)99994-5994;(31)0000;contato@oxiprimeoxigenio.com.br;01.563.856/0001-38;186.139.023-0026;Rua Padre Machado;416;Jardim Industrial;CONTAGEM;MG;32215-100;NÃO;;;;;;;;;;;;
265;PRIMEIRA CHAMA COMERCIO DE GAS LTDA;97;GASES INDUSTRIAIS;Jeferson / Gabriela;(31)3441-1400;(31)0000;primeirachama1@gmail.com;06.092.767/0001-74;062.282.537-0052;Rua Ministro Oliveira Salazar;101;Santa Monica;BELO HORIZONTE;MG;31525-000;NÃO;;;;;;;;;;;;
129;ESTRELA TRANSPORTES  LTDA;98;TRANSPORTE DE CARGA PESADA;Osvaldo Donizet / Goreth;(31)3363-4511 ;(31)0000;comercial@estrelatransportes.com.br;25.962.788/0001-48;186.641.339.00-37;Rua Matilde Neves Martins;303;Jardim Vera Curz;CONTAGEM;MG;32260-570;;;;;;;;;;;;;
281;ROGÉRIO;98;TRANSPORTE DE CARGA PESADA;Rogério;(31)3357-2915 / 99958-4084;(31)0000;;;;;;;BELO HORIZONTE;;;;;;;;;;;;;;;
269;TRANSPORTADORA RÁPIDO PANAMERICANO LTDA;98;TRANSPORTE DE CARGA PESADA;Claudia;(31)3394-6354 ;(31)97180-0168;comercial@rapidopanamericano.com.br;86.479.268/0001-73;186.886.831-0034;Rua Continental;300;Cincão;CONTAGEM;MG;32371-620;NÃO;;;;;;;;;;;;
329;VIAÇÃO SÃO CRISTOVÃO LTDA;98;TRANSPORTE DE CARGA PESADA;Dorinho / Pamela;(37)3229-1478;(31)0000;cargas@vsc.com.br;20.146.015/0009-27;223.603.671-0004;Av. Autorama;1000;Santa Luzia;DIVINÓPOLIS;MG;35501-221;NÃO;;;;;;;;;;;;
320;UNIFORMES.COM LTDA;99;UNIFORME;Izaurina / Dalson;(31)3621-2394 ;(31)97348-7051;financeirouniformes.com@hotmail.com;66.415.746/0001-74;062.774.670-0097;Rua Marechal Rondon;64;Planalto;BELO HORIZONTE;MG;31720-050;NÃO;;;;;;;;;;;;
328;VERA GONÇALVES UNIFORMES LTDA;99;UNIFORME;Adair ;(31)3374-4572 / 99606-7266;(31)0000;vendas@idealuniformes.com.br;;;;;;BELO HORIZONTE;MG;;;;;;;;;;;;;;
165;ILUMEF INDÚSTRIA E  COMÉRCIO DE PRODUTOS METALÚRGICOS LTDA;100;POSTE PARA ILUMINAÇÃO;Walmar / Pedro;(31)3454-2111;(31)99692.5877;walmaralves@ilumef.com.br;17.418.567/0001-85;062.007.520-0057;Rua Paschoal de Abreu;427;Jaqueline;BELO HORIZONTE;MG;31748054;NÃO;;;;;;;;;;;;
165;ILUMEF INDÚSTRIA E  COMÉRCIO DE PRODUTOS METALÚRGICOS LTDA;101;BRAÇO PARA ILUMINAÇÃO;Walmar / Pedro;(31)3454-2111;(31)99692.5877;walmaralves@ilumef.com.br;17.418.567/0001-85;062.007.520-0057;Rua Paschoal de Abreu;427;Jaqueline;BELO HORIZONTE;MG;31748054;NÃO;;;;;;;;;;;;
307;TECNOCRIL INDUSTRIA E COMÉRCIO LTDA;42.1;SERVIÇO DE PINTURA ;Adriana / Dener;(31)3463-8588 ;(31)0000;vendas@tecnocril.com.br;41.753.559/0001-70;062.783.678-0014;Rua Pouso Alegre;1884 fundos;Santa Tereza;BELO HORIZONTE;MG;31015-104;;;;;;;;;;;;;
24;ARCONGEL REFRIGERAÇÃO SOARES LTDA;;AR CONDICIONADO CENTRAL;Dawson Costa;(31)3295-3600;(31)98793-2667;dawson@arcongel.com.br;17.262.395/0001-01;062.006.129-0067;Rua Cláudio;62;Prado;BELO HORIZONTE;MG;30411-038;SIM;;;;;;;;;;;;
334;ARMACELL BRASIL LTDA;;ISOLANTE TERMICO E ACÚSTICO;Priscila Baioco;(11)98409-6379;(11)98409-6379;priscila.baioco@armacell.com;04.425.862/0005-40;25.896-6920;Rod. SC 281;4800;Sertão do Maruim;SÃO JOSÉ ;SC;88122-001;NÃO;;;;;;;;;;;;
206;BEL MADEIRAS E FERRAGENS EIRELI EPP;;FORMA PARA CONCRETO;Kelly / Belmiro;(31)3270-3000;(3199359-7014;kelly@mdfsobmedida.com.br;24.717.264/0001-29;27534020050;Rua Mato Grosso;99;Centro;BELO HORIZONTE;MG;30190-080;SIM;;;;;;;;;;;;
206;BEL MADEIRAS E FERRAGENS EIRELI EPP;;MDF E COMPENSADO;Kelly / Belmiro;(31)3270-3000;(3199359-7014;kelly@mdfsobmedida.com.br;24.717.264/0001-29;27534020050;Rua Mato Grosso;99;Centro;BELO HORIZONTE;MG;30190-080;SIM;;;;;;;;;;;;
206;BEL MADEIRAS E FERRAGENS EIRELI EPP;;PAINEIS DE MADEIRA;Kelly / Belmiro;(31)3270-3000;(3199359-7014;kelly@mdfsobmedida.com.br;24.717.264/0001-29;27534020050;Rua Mato Grosso;99;Centro;BELO HORIZONTE;MG;30190-080;SIM;;;;;;;;;;;;
63;CENTRAL DO PADRÃO E INSTALAÇÕES ELÉTRICAS LTDA;;SERVIÇOS DE INSTALAÇÃO DE PADRÃO ELETRICO;Ribeiro / João Paulo;(31)3212-4936 ;(31)98364-2813;vendascentraldopadrao@yahoo.com;13.778.379/0001-07;001.786.291-0044;Avenida Bias Fortes;1636;Centro;BELO HORIZONTE;MG;30170-012;SIM;;;;;;;;;;;;
77;CITYTUBOS COMERCIO DE TUBOS LTDA;;TUBO GALVANIZADO;Sandro / Álvaro César;(31)3383-9144;(31)98479-9144;citytubos@citytubos.com.br ;02.690.411/0001-81; 062.843.625 -0000;Rua Caetano Pirri;174;Milionários;BELO HORIZONTE;MG;30620-070;SIM;;;;;;;;;;;;
137;FCK PREMOLDADOS LTDA;;PRÉ-MOLDADO DE CONCRETO;Gregorio / Alice;(31)3501-0800 ;(31)99305-7959;vendas@fck.ind.br, alice.paranhos@fck.ind.br;29.315.419/0001-14;003.099.148-0066;Av. Barão Homem de Melo;3382  SL 501 A/B;Estoril;BELO HORIZONTE;MG; 30494-270;NÃO;;;;;;;;;;;;
309;JULIANO E SATURNINO LTDA;;EPI;Sabrina;(31)3398-1772 ;(31)99737-6900;contato@telasjs.com.br, vendas4@telasjs.com.br;01.278.599/0001-92;186.978.388-0031;Rua Cristiano Machado;333 B;Plano Direto de Contagem;CONTAGEM;MG;32040-580;SIM;;;;;;;;;;;;
309;JULIANO E SATURNINO LTDA;;FERRAMENTAS;Sabrina;(31)3398-1772 ;(31)99737-6900;contato@telasjs.com.br, vendas4@telasjs.com.br;01.278.599/0001-92;186.978.388-0031;Rua Cristiano Machado;333 B;Plano Direto de Contagem;CONTAGEM;MG;32040-580;SIM;;;;;;;;;;;;
232;MINAS FERRAMENTAS LTDA;;FERRAMENTA ELÉTRICA;Lucio;(31)3279-6000;(31)0000;lucio@minasferramentas.com.br;17.194.994/0001-27;062.008.042.00-94;Av. Bias Fortes;1853;Barro Preto;BELO HORIZONTE;MG;30170-019;;;;;;;;;;;;;
339;MULTISTAR INDUSTRIA E COMERCIO LTDA;;AR CONDICIONADO CENTRAL;Jennifer;(11) 3835-6600 ;(31)94912-1593;jennifer@multivac.com.br;03.287.370/0002-20;11.651.223-9112;Rua Othão;368;Vila Leopoldina;SÃO PAULO;SP;05313-020;NÃO;;;;;;;;;;;;
340;PROJELMEC VENTILAÇÃO INDUTRIAL LTDA;;VENTILAÇÃO E EXAUSTÃO;Laura Acosta ;(51)3451-5100;(51)99951-4140;sp@projelmec.com.br;87.885.851/0001-47;132/0040-168;Rod. RS 118;6667;Passo De Sapucaia;SAPUCAIA DO SUL;RS;93230-390;BNDS;;;;;;;;;;;;
342;TROX DO BRASIL DIFUSÃO DE AR ACUSTICA FILTRAGEM VENTILAÇÃO LTDA;;PURIFICADOR CENTRAL DE AR;Robert Willy Mayer;(11) 3037-3964 ;(31)97395-1627;cadastro-br@troxgroup.com;76.881.093/0001-72;101.33819-30;Rua Cyro Correia Pereira;300;Cic;CURITIBA;PR;81170-230;NÃO;;;;;;;;;;;;
;;;AGREGADO;Vinicios ;998921477;(31)998921477;frbtransportes@gmail.com;;;;;;;;;;;;;;;;;;;;;
;Takono;;;;;;;;;;;;;;;;;;;;;;;;;;;
